id,ffc,delivery_program,tender_closed,owner_group,bni,bca,pbc,ept,approval_body,owner_team,stage1,stage2,stage3,cdm,ffc_band,status,conception_duration,completion_duration
Q06925,4555581.38,Major Works - Framework,2019-05-17T17:00:00Z,Service & Asset Lifecycle,2017-06-28,2017-11-30,2017-06-28,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-06-10,2020-09-10,2022-01-19,CDM-16,< = 5,Completed,0S,923d 0H 0M 0S
Q06936,658119.0999999997,Major Works - Small Scale,2018-03-02T17:00:00Z,Service & Asset Lifecycle,2017-09-19,2018-06-05,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-10-26,2021-07-07,2021-10-29,CDM-16,< = 5,Completed,NA,874d 0H 0M 0S
Q06937,323528.83,Major Works - Small Scale,2018-10-05T17:00:00Z,Service & Asset Lifecycle,2018-07-16,2019-01-14,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-11-24,2022-03-01,2022-03-21,CDM-16,< = 5,Completed,NA,1045d 0H 0M 0S
Q06940,2444869.05,Major Works - Small Scale,2021-08-18T17:00:00Z,Service & Asset Lifecycle,2020-12-09,2021-10-25,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-12,2023-08-03,2023-08-03,CDM-16,< = 5,Completed,NA,322d 0H 0M 0S
Q06965,747696.57,Major Works - Framework,NA,Service & Asset Lifecycle,2017-05-10,2017-07-21,2017-07-13,4 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-04-22,2018-06-21,2019-03-22,CDM-16,< = 5,Completed,64d 0H 0M 0S,275d 0H 0M 0S
Q06969,13108435.860000024,Major Works - Framework,NA,Service & Asset Lifecycle,2018-05-07,2018-12-06,2018-08-21,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-12-10,2026-03-17,2027-12-13,CDM-16,10-20,Ongoing,106d 0H 0M 0S,2561d 0H 0M 0S
Q06980,23484596.16,Major Works - Framework,2018-12-20T17:00:00Z,Service & Asset Lifecycle,2017-08-02,2019-02-22,2018-08-24,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2021-11-24,2022-09-29,2026-06-26,CDM-16,20-50,Completed,387d 0H 0M 0S,1006d 0H 0M 0S
Q07003,3003643.07,Major Works - Small Scale,2020-11-26T17:00:00Z,Service & Asset Lifecycle,2017-10-02,2021-02-16,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2022-09-16,2023-10-30,2024-03-06,CDM-16,< = 5,Completed,NA,577d 0H 0M 0S
Q07007,516980.86,Major Works - Framework,2017-07-25T17:00:00Z,Service & Asset Lifecycle,2017-06-26,2017-11-17,2017-09-13,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-03-28,2018-11-15,2021-04-29,CDM-16,< = 5,Completed,79d 0H 0M 0S,131d 0H 0M 0S
Q07009,1087785.6700000004,Major Works - Small Scale,2018-03-06T17:00:00Z,Service & Asset Lifecycle,2017-08-16,2018-05-29,2018-05-29,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2018-10-12,2019-02-11,2019-11-12,CDM-16,< = 5,Completed,286d 0H 0M 0S,136d 0H 0M 0S
Q07013,2150795.24,Major Works - Small Scale,2019-01-21T17:00:00Z,Service & Asset Lifecycle,2017-09-27,2019-09-25,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-07-17,2024-04-10,2024-04-10,CDM-16,< = 5,Completed,NA,296d 0H 0M 0S
Q07029,121036554.04,Major Works - Open Market,2027-04-30T17:00:00Z,Service & Asset Lifecycle,2018-09-06,2027-05-21,2024-12-13,4 Gate Major Infrastructure,MW Board,Major Capital Delivery,2030-08-01,2030-10-31,2032-08-05,CDM-26,> 80,Ongoing,2290d 0H 0M 0S,1168d 0H 0M 0S
Q07044,8935896.069999998,Major Works - Framework,2017-10-20T17:00:00Z,Service & Asset Lifecycle,2017-07-25,2017-12-22,2017-11-29,2 Gate Major Infrastructure,MD,Major Capital Delivery,2018-09-27,2020-04-20,2020-09-25,CDM-16,5-10,Completed,127d 0H 0M 0S,279d 0H 0M 0S
Q07073,1008005.2699999996,Major Works - Small Scale,NA,Service & Asset Lifecycle,2017-09-14,2022-03-21,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-04-22,2024-07-17,2025-04-23,CDM-21,< = 5,Completed,NA,763d 0H 0M 0S
Q07088,4987121.469999999,Major Works - Small Scale,2018-05-01T17:00:00Z,Service & Asset Lifecycle,2018-02-07,2018-05-25,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-11-15,2024-03-28,2024-03-28,CDM-16,< = 5,Completed,NA,539d 0H 0M 0S
Q07093,1041532.3200000004,Major Works - Small Scale,2018-01-24T17:00:00Z,Service & Asset Lifecycle,2017-09-19,2018-04-24,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-10,2025-05-16,2026-02-11,CDM-16,< = 5,Ongoing,NA,2484d 0H 0M 0S
Q07094,4169979.6799999992,Major Works - Small Scale,2018-08-24T17:00:00Z,Service & Asset Lifecycle,2017-12-18,2018-12-21,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-08-13,2024-03-26,2024-03-26,CDM-16,< = 5,Completed,NA,601d 0H 0M 0S
Q07095,1005902.1599999998,Major Works - Small Scale,2018-10-19T17:00:00Z,Service & Asset Lifecycle,2018-06-29,2019-10-31,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-10-28,2022-03-17,2022-07-27,CDM-16,< = 5,Completed,NA,363d 0H 0M 0S
Q07097,1376061.1,Major Works - Small Scale,2018-06-20T17:00:00Z,Service & Asset Lifecycle,2017-09-15,2018-07-31,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-05,2025-05-12,2026-02-05,CDM-16,< = 5,Ongoing,NA,2381d 0H 0M 0S
Q07106,503068.0899999999,Major Works - Small Scale,2018-04-20T17:00:00Z,Service & Asset Lifecycle,2017-09-01,2018-05-15,2018-05-15,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-08-27,2022-01-13,2023-04-18,CDM-16,< = 5,Completed,256d 0H 0M 0S,1200d 0H 0M 0S
Q07131,982064.91,Major Works - Small Scale,2018-02-26T17:00:00Z,Service & Asset Lifecycle,2017-10-09,2018-06-19,2017-10-26,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-07-16,2018-10-15,2019-07-15,CDM-16,< = 5,Completed,17d 0H 0M 0S,27d 0H 0M 0S
Q07133,1176336,Major Works - Small Scale,2018-04-03T17:00:00Z,Service & Asset Lifecycle,2017-11-30,2018-04-19,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-03-06,2019-10-18,2023-04-28,CDM-16,< = 5,Completed,NA,321d 0H 0M 0S
Q07136,4245151.31,Major Works - Framework,2020-07-31T17:00:00Z,Service & Asset Lifecycle,2019-10-17,2020-10-01,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-08-16,2021-11-16,2023-07-19,CDM-16,< = 5,Completed,NA,319d 0H 0M 0S
Q07138,7300816.659999998,Major Works - Framework,2018-11-09T17:00:00Z,Service & Asset Lifecycle,2017-10-02,2019-04-16,NA,2 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2020-08-28,2021-02-04,2022-09-16,CDM-16,5-10,Completed,NA,500d 0H 0M 0S
Q07143,263657597.98,Major Works - Open Market,2027-07-16T17:00:00Z,Service & Asset Lifecycle,2019-10-31,2027-11-16,2022-03-25,3 Gate Major Infrastructure,DTF,Service Enablement - One Water,2030-01-11,2030-04-11,2031-01-10,CDM-26,> 80,Ongoing,876d 0H 0M 0S,787d 0H 0M 0S
Q07159,610508.1499999999,Major Works - Open Market,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2017-11-03,2017-11-30,2017-11-27,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-08-30,2018-10-25,2020-08-31,CDM-16,< = 5,Completed,24d 0H 0M 0S,273d 0H 0M 0S
Q07160,4205307.840000001,Major Works - Small Scale,2020-07-23T17:00:00Z,Service & Asset Lifecycle,2017-11-17,2020-09-23,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-08-16,2021-10-26,2022-08-25,CDM-16,< = 5,Completed,NA,327d 0H 0M 0S
Q07177,312124.05000000005,Major Works - Small Scale,2019-03-29T17:00:00Z,Service & Asset Lifecycle,2017-10-16,2019-05-09,NA,2 Gate Major Infrastructure,People Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2019-07-31,2019-12-02,2020-08-10,CDM-16,< = 5,Completed,NA,83d 0H 0M 0S
Q07213,3569412.73,Major Works - Framework,2019-06-05T17:00:00Z,Service & Asset Lifecycle,2018-02-07,2019-10-01,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-02-06,2020-03-13,2021-02-26,CDM-16,< = 5,Completed,NA,128d 0H 0M 0S
Q07245,2539577.260000001,Major Works - Small Scale,2020-08-12T17:00:00Z,Service & Asset Lifecycle,2017-11-23,2020-09-14,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-11-16,2022-03-01,2024-03-22,CDM-16,< = 5,Completed,NA,428d 0H 0M 0S
Y10192,8007511.310000001,Major Works - Framework,2019-11-20T17:00:00Z,Service & Asset Lifecycle,2018-06-28,2020-03-12,NA,2 Gate Major Infrastructure,MD,Major Capital Delivery,2024-03-27,2024-07-02,2026-03-31,CDM-16,5-10,Completed,NA,1476d 0H 0M 0S
Y10207,9224995.189999998,Major Works - Framework,2021-06-15T17:00:00Z,Service & Asset Lifecycle,2019-10-01,2021-08-23,2021-02-16,3 Gate Major Infrastructure,MD,Major Capital Delivery,2023-06-29,2024-03-15,2025-06-27,CDM-16,5-10,Completed,504d 0H 0M 0S,675d 0H 0M 0S
Y10209,11527264.630000005,Major Works - Framework,2024-04-22T17:00:00Z,Service & Asset Lifecycle,2019-10-14,2024-06-28,2021-02-15,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-02-25,2026-05-29,2028-02-23,CDM-21,10-20,Ongoing,490d 0H 0M 0S,607d 0H 0M 0S
Y10217,803767.71,Major Works - Small Scale,2020-06-26T17:00:00Z,Service & Asset Lifecycle,2020-01-06,2020-11-23,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-03-27,2024-07-01,2025-03-28,CDM-16,< = 5,Completed,NA,1220d 0H 0M 0S
Y10219,3129341.430000001,Major Works - Framework,2019-10-10T17:00:00Z,Service & Asset Lifecycle,2019-07-29,2019-11-13,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-09-25,2020-12-24,2023-12-06,CDM-16,< = 5,Completed,NA,317d 0H 0M 0S
Y10222,6621599.389999999,Major Works - Framework,2020-10-19T17:00:00Z,Service & Asset Lifecycle,2019-04-18,2021-04-28,2020-07-16,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2022-07-04,2023-01-31,2024-04-02,CDM-16,5-10,Completed,455d 0H 0M 0S,432d 0H 0M 0S
Y10226,26485505.519999992,Major Works - Framework,2021-08-02T17:00:00Z,Service & Asset Lifecycle,2019-10-01,2021-09-21,2020-11-27,3 Gate Major Infrastructure,MD,Major Capital Delivery,2022-12-09,2023-05-05,2024-12-11,CDM-16,20-50,Completed,423d 0H 0M 0S,444d 0H 0M 0S
Y10227,34913766.25,Major Works - Framework,2027-04-08T17:00:00Z,Service & Asset Lifecycle,2019-10-21,2027-08-20,2026-03-27,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2029-06-29,2029-09-25,2030-07-01,CDM-26,20-50,Ongoing,2349d 0H 0M 0S,679d 0H 0M 0S
Y10230,12454678.89,Major Works - Open Market,2023-04-03T17:00:00Z,Service & Asset Lifecycle,2019-10-24,2023-10-27,2021-10-22,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-09-14,2026-12-16,2027-09-14,CDM-21,10-20,Ongoing,729d 0H 0M 0S,1053d 0H 0M 0S
Y10231,1484170.2,Major Works - Small Scale,2021-02-15T17:00:00Z,Service & Asset Lifecycle,2020-07-01,2021-05-11,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-03-31,2023-05-22,2023-08-09,CDM-16,< = 5,Completed,NA,324d 0H 0M 0S
Y10234,46812441.67999999,Major Works - Framework,2023-05-12T17:00:00Z,Service & Asset Lifecycle,2019-10-30,2025-04-10,2021-10-22,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2027-06-09,2027-09-07,2029-06-13,CDM-21,20-50,Ongoing,723d 0H 0M 0S,790d 0H 0M 0S
Y10248,15505250.220000004,Major Works - Framework,2021-07-12T17:00:00Z,Service & Asset Lifecycle,2019-10-25,2021-09-21,2020-11-27,3 Gate Major Infrastructure,MD,Major Capital Delivery,2023-02-28,2024-03-26,2025-03-03,CDM-16,10-20,Completed,399d 0H 0M 0S,525d 0H 0M 0S
Y10255,1221359.79,Major Works - Small Scale,2022-04-07T17:00:00Z,Service & Asset Lifecycle,2020-01-20,2022-06-07,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-08-08,2024-11-13,2025-08-07,CDM-21,< = 5,Completed,NA,793d 0H 0M 0S
Y10256,14359628.46,Major Works - Framework,2022-10-28T17:00:00Z,Service & Asset Lifecycle,2020-04-01,2022-11-25,2022-05-23,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-02-16,2026-05-13,2027-02-15,CDM-21,10-20,Ongoing,782d 0H 0M 0S,1179d 0H 0M 0S
Y10257,17047566,Major Works - Framework,2026-10-13T17:00:00Z,Service & Asset Lifecycle,2019-10-25,2026-12-02,2026-02-24,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2028-06-28,2028-09-25,2029-06-28,CDM-21,10-20,Ongoing,2314d 0H 0M 0S,574d 0H 0M 0S
Y10259,21193010,Major Works - Framework,2028-01-18T17:00:00Z,Service & Asset Lifecycle,2019-10-24,2028-03-08,2027-05-13,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2029-03-30,2029-07-03,2030-04-02,CDM-26,20-50,Ongoing,2758d 0H 0M 0S,387d 0H 0M 0S
Y10260,796710.4299999998,Major Works - Framework,2021-08-02T17:00:00Z,Service & Asset Lifecycle,2021-03-30,2021-08-27,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-14,2023-03-29,2023-12-05,CDM-16,< = 5,Completed,NA,383d 0H 0M 0S
Y10262,3473562.6299999994,Major Works - Small Scale,2021-07-02T17:00:00Z,Service & Asset Lifecycle,2019-10-24,2021-09-07,2020-12-03,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2023-10-12,2024-04-30,2024-10-11,CDM-16,< = 5,Completed,406d 0H 0M 0S,765d 0H 0M 0S
Y10267,23414478.74,Major Works - Framework,2026-04-29T17:00:00Z,Service & Asset Lifecycle,2019-10-10,2026-09-07,2025-08-29,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2027-12-24,2028-04-05,2029-01-02,CDM-21,20-50,Ongoing,2150d 0H 0M 0S,473d 0H 0M 0S
Y10268,2567692.489999999,Major Works - Small Scale,2021-09-23T17:00:00Z,Service & Asset Lifecycle,2019-10-31,2022-04-22,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-03-06,2024-06-06,2025-03-06,CDM-21,< = 5,Completed,NA,684d 0H 0M 0S
Y10272,11995328.999999998,Major Works - Small Scale,2024-03-26T17:00:00Z,Service & Asset Lifecycle,2020-06-16,2024-06-05,2023-02-09,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-10-20,2026-01-28,2026-10-19,CDM-21,10-20,Ongoing,968d 0H 0M 0S,502d 0H 0M 0S
Y10281,13692.46,Major Works - Framework,2026-06-22T17:00:00Z,Service & Asset Lifecycle,2019-10-24,2026-08-10,2026-04-10,3 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2028-02-17,2028-05-22,2029-02-16,CDM-21,< = 5,Ongoing,2360d 0H 0M 0S,556d 0H 0M 0S
Y10283,27292300,Major Works - Framework,2028-11-14T17:00:00Z,Service & Asset Lifecycle,2019-10-24,2029-01-10,2028-03-27,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2030-03-26,2030-06-27,2031-03-26,CDM-26,20-50,Ongoing,3077d 0H 0M 0S,440d 0H 0M 0S
Y10286,71481333.88,Major Works - Framework,2024-04-16T17:00:00Z,Service & Asset Lifecycle,2019-10-30,2024-06-28,2022-03-25,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2029-06-08,2029-09-06,2030-06-12,CDM-21,50-80,Ongoing,877d 0H 0M 0S,1806d 0H 0M 0S
Y10287,4864573.490000002,Major Works - Small Scale,2021-02-22T17:00:00Z,Service & Asset Lifecycle,2019-10-25,2021-04-15,2020-11-04,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-03-19,2024-06-20,2025-03-19,CDM-16,< = 5,Completed,376d 0H 0M 0S,1069d 0H 0M 0S
Y10292,107213821.15,Major Works - Open Market,2023-04-03T17:00:00Z,Service & Asset Lifecycle,2021-04-29,2023-07-28,2021-11-26,3 Gate Major Infrastructure,MW Board,Major Capital Delivery,2028-05-29,2028-08-29,2030-06-04,CDM-21,> 80,Ongoing,211d 0H 0M 0S,1767d 0H 0M 0S
Y10298,7099845.48,Major Works - Open Market,2024-06-03T17:00:00Z,Service & Asset Lifecycle,2020-12-03,2024-09-13,2022-12-15,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2026-02-23,2026-05-21,2028-02-18,CDM-21,5-10,Ongoing,742d 0H 0M 0S,528d 0H 0M 0S
Y10305,17084307.98,Major Works - Framework,2023-11-16T17:00:00Z,Service & Asset Lifecycle,2020-06-30,2024-03-01,2021-06-25,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-10-03,2026-01-12,2026-10-05,CDM-21,10-20,Ongoing,360d 0H 0M 0S,581d 0H 0M 0S
Y10307,27619813.61,Major Works - Framework,2020-07-03T17:00:00Z,Service & Asset Lifecycle,2020-04-21,2020-07-20,2020-05-29,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-03-25,2024-06-27,2025-03-26,CDM-16,20-50,Completed,38d 0H 0M 0S,1344d 0H 0M 0S
Y10309,5595780.75,Major Works - Open Market,2023-04-03T17:00:00Z,Service & Asset Lifecycle,2022-12-06,2023-08-11,NA,2 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2028-05-29,2028-08-29,2030-06-04,CDM-21,5-10,Ongoing,NA,1753d 0H 0M 0S
Y10311,5195455.01,Major Works - Framework,2024-03-26T17:00:00Z,Service & Asset Lifecycle,2023-12-12,2024-12-10,NA,2 Gate Major Infrastructure,Executive Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2025-12-12,2026-03-24,2026-12-15,CDM-21,5-10,Ongoing,NA,367d 0H 0M 0S
Y10313,4043264.020000001,Major Works - Framework,2021-02-19T17:00:00Z,Service & Asset Lifecycle,2020-10-19,2022-01-18,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-04-18,2024-07-18,2026-04-22,CDM-21,< = 5,Completed,NA,821d 0H 0M 0S
Y10314,14145506.119999995,Major Works - Framework,2023-01-25T17:00:00Z,Service & Asset Lifecycle,2021-06-28,2023-04-05,2022-07-25,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-08-12,2024-11-11,2025-08-12,CDM-21,10-20,Completed,392d 0H 0M 0S,495d 0H 0M 0S
Y10319,2815289.7500000005,Major Works - Small Scale,2021-07-02T17:00:00Z,Service & Asset Lifecycle,2020-11-19,2021-08-16,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-12-23,2022-03-23,2024-04-30,CDM-16,< = 5,Completed,NA,129d 0H 0M 0S
Y10341,13114631.6,Major Works - Framework,2024-02-16T17:00:00Z,Service & Asset Lifecycle,2021-12-05,2024-04-29,2023-11-24,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-05-13,2025-08-08,2026-05-01,CDM-21,10-20,Ongoing,719d 0H 0M 0S,379d 0H 0M 0S
Y10343,5527667.13,Major Works - Small Scale,2027-05-05T17:00:00Z,Service & Asset Lifecycle,2022-11-30,2027-07-15,2026-02-23,3 Gate Major Infrastructure,Executive Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2030-06-07,2030-09-05,2031-06-10,CDM-26,5-10,Ongoing,1181d 0H 0M 0S,1058d 0H 0M 0S
Y10344,16051268.12,Major Works - Small Scale,2026-04-24T17:00:00Z,Service & Asset Lifecycle,2022-12-09,2026-07-06,2025-04-16,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2029-05-14,2029-08-10,2031-01-17,CDM-21,10-20,Ongoing,859d 0H 0M 0S,1043d 0H 0M 0S
Y10362,372055.3,Major Works - Small Scale,2024-02-05T17:00:00Z,Service & Asset Lifecycle,2023-03-09,2024-02-29,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-02,2024-12-02,2025-09-02,CDM-21,< = 5,Ongoing,NA,186d 0H 0M 0S
Y10364,3957617.92,Major Works - Framework,2024-03-15T17:00:00Z,Service & Asset Lifecycle,2023-08-04,2024-05-01,2023-12-20,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-04-03,2025-07-07,2026-04-08,CDM-21,< = 5,Ongoing,138d 0H 0M 0S,337d 0H 0M 0S
Y10387,35063308,Major Works - Framework,2027-10-04T17:00:00Z,Service & Asset Lifecycle,2024-02-28,2028-03-01,2026-03-13,3 Gate Major Infrastructure,MD,Service Programs,2029-10-17,2030-01-24,2030-10-18,CDM-26,20-50,Ongoing,744d 0H 0M 0S,595d 0H 0M 0S
H10675,1086595.78,Contestable,2020-06-03T17:00:00Z,Service Delivery,2019-03-06,2021-03-19,NA,2 Gate Major Infrastructure,People Leadership Group,Works Delivery,2022-02-25,2022-05-26,2024-03-08,CDM-16,< = 5,Completed,NA,343d 0H 0M 0S
Q05067,10374536.489999993,Major Works - Framework,NA,Service Delivery,2014-11-05,2016-12-20,2016-04-28,3 Gate Major Infrastructure,MD,Waterways & Catchment Delivery,2017-12-15,2018-03-15,2019-03-22,CDM-16,10-20,Completed,540d 0H 0M 0S,360d 0H 0M 0S
Q05248,1497306.4899999995,Major Works - Framework,NA,Service Delivery,2015-06-19,2016-05-25,2015-10-30,3 Gate Major Infrastructure,People Leadership Group,Waterways & Catchment Delivery,2017-04-13,2017-06-21,2018-06-04,CDM-16,< = 5,Completed,133d 0H 0M 0S,323d 0H 0M 0S
Q05256,1184459.08,Major Works - Framework,NA,Service Delivery,2015-07-23,2016-05-25,2015-09-30,3 Gate Major Infrastructure,People Leadership Group,Waterways & Catchment Delivery,2017-04-13,2017-06-21,2018-06-04,CDM-16,< = 5,Completed,69d 0H 0M 0S,323d 0H 0M 0S
P30553,17790791.86,Major Works - Framework,2015-12-22T16:00:00Z,Service Futures,2011-08-11,2016-02-26,2014-10-15,4 Gate Major Infrastructure,MD,Service Futures,2017-08-15,2018-03-23,2019-09-09,CDM-16,10-20,Completed,1161d 0H 0M 0S,536d 0H 0M 0S
P31595,12149001,Major Works - Framework,2028-07-20T17:00:00Z,Service Futures,2011-09-08,2029-02-19,2027-11-26,3 Gate Major Infrastructure,MD,Service Strategy,2030-02-22,2030-05-23,2032-04-02,CDM-26,10-20,Ongoing,5923d 0H 0M 0S,368d 0H 0M 0S
P33545,26145765.4,Major Works - Framework,2017-11-20T17:00:00Z,Service Futures,2011-08-08,2017-11-24,2016-06-29,3 Gate Major Infrastructure,MD,Service Futures,2019-01-16,2019-09-16,2020-05-26,CDM-16,20-50,Completed,1787d 0H 0M 0S,418d 0H 0M 0S
Q03389,864.5600000000001,Major Works - Framework,2026-10-16T17:00:00Z,Service Futures,2011-12-12,2027-02-15,2026-02-06,3 Gate Major Infrastructure,People Leadership Group,Service Strategy,2027-12-02,2028-03-03,2029-11-29,CDM-26,< = 5,Ongoing,5170d 0H 0M 0S,290d 0H 0M 0S
Q04440,2438197.9800000004,Major Works - Framework,NA,Service Futures,2016-02-25,2016-10-28,2016-10-03,3 Gate Major Infrastructure,People Leadership Group,Service Futures,2017-04-29,2018-03-28,2018-04-30,CDM-16,< = 5,Completed,221d 0H 0M 0S,183d 0H 0M 0S
Q05304,38227850.59,Major Works - Framework,2017-12-13T17:00:00Z,Service Futures,2015-08-20,2017-12-19,2015-11-27,4 Gate Major Infrastructure,MD,Service Futures,2021-11-19,2021-11-19,2021-11-19,CDM-16,20-50,Completed,99d 0H 0M 0S,1431d 0H 0M 0S
Q05485,14532268.110000003,Major Works - Framework,2017-08-24T17:00:00Z,Service Futures,2016-05-02,2017-08-11,2016-10-30,3 Gate Major Infrastructure,MD,Service Futures,2019-04-02,2019-05-20,2022-04-22,CDM-16,10-20,Completed,181d 0H 0M 0S,599d 0H 0M 0S
Q05525,6716237.330000001,Major Works - Framework,2016-06-23T17:00:00Z,Service Futures,2016-02-23,2016-09-06,2016-03-22,3 Gate Major Infrastructure,Executive Leadership Group,Service Futures,2017-06-30,2018-05-08,2020-12-21,CDM-16,5-10,Completed,28d 0H 0M 0S,297d 0H 0M 0S
Y10228,24215582,Major Works - Framework,2029-07-13T17:00:00Z,Service Futures,2019-10-21,2029-08-17,2028-05-01,3 Gate Major Infrastructure,MD,Service Strategy,2030-10-03,2031-01-13,2031-10-09,CDM-26,20-50,Ongoing,3115d 0H 0M 0S,412d 0H 0M 0S
F10382,201025.20999999996,Major Works - Small Scale,2019-09-09T17:00:00Z,Unknown,2019-09-09,2019-10-08,NA,2 Gate Major Infrastructure,People Leadership Group,Unknown,2019-11-15,2020-02-27,2020-12-09,CDM-16,< = 5,Completed,NA,38d 0H 0M 0S
Q05714,5009841.45,Major Works - Framework,2017-08-25T08:00:00Z,Unknown,2017-03-24,2017-10-02,2017-09-12,2 Gate Major Infrastructure,Executive Leadership Group,Unknown,2018-09-21,2018-12-21,2019-09-23,CDM-16,5-10,Completed,172d 0H 0M 0S,354d 0H 0M 0S
Q05745,1791892.9200000002,Major Works - Framework,NA,Unknown,2016-09-29,2017-04-28,2016-09-29,3 Gate Major Infrastructure,People Leadership Group,Unknown,2017-10-13,2018-03-23,2018-10-15,CDM-16,< = 5,Completed,0S,168d 0H 0M 0S
