ID,FFC,Delivery Program,Tender Closed,Owner Group,BNI,BCA,PBC,EPT,Approval body,Owner Team,Stage1,Stage2,Stage3
Q06969,13108435.860000024,Major Works - Framework,,Service & Asset Lifecycle,7/05/2018 5:00:00 PM,2018-12-06 17:00:00,21/08/2018 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-12-10 17:00:00,2026-03-17 17:00:00,2027-12-13 17:00:00
Q06980,23484596.16,Major Works - Framework,2018-12-20 17:00:00,Service & Asset Lifecycle,2/08/2017 5:00:00 PM,2019-02-22 08:00:00,24/08/2018 8:00:00 AM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2021-11-24 17:00:00,2022-09-29 17:00:00,2026-06-26 17:00:00
Q07003,3003643.07,Major Works - Small Scale,2020-11-26 17:00:00,Service & Asset Lifecycle,2/10/2017 8:00:00 AM,2021-02-16 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2022-09-16 17:00:00,2023-10-30 17:00:00,2024-03-06 17:00:00
Q07007,516980.86,Major Works - Framework,2017-07-25 17:00:00,Service & Asset Lifecycle,26/06/2017 5:00:00 PM,2017-11-17 17:00:00,13/09/2017 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-03-28 17:00:00,2018-11-15 17:00:00,2021-04-29 17:00:00
Q07009,1087785.6700000004,Major Works - Small Scale,2018-03-06 17:00:00,Service & Asset Lifecycle,16/08/2017 5:00:00 PM,2018-05-29 17:00:00,29/05/2018 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2018-10-12 17:00:00,2019-02-11 17:00:00,2019-11-12 17:00:00
Q07013,2150795.2399999998,Major Works - Small Scale,2019-01-21 17:00:00,Service & Asset Lifecycle,27/09/2017 8:00:00 AM,2019-09-25 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-07-17 17:00:00,2024-04-10 17:00:00,2024-04-10 17:00:00
Q07029,121036554.04,Major Works - Open Market,2027-04-30 17:00:00,Service & Asset Lifecycle,6/09/2018 5:00:00 PM,2027-05-21 17:00:00,13/12/2024 8:00:00 AM,4 Gate Major Infrastructure,MW Board,Major Capital Delivery,2030-08-01 17:00:00,2030-10-31 17:00:00,2032-08-05 17:00:00
Q07044,8935896.069999998,Major Works - Framework,2017-10-20 17:00:00,Service & Asset Lifecycle,25/07/2017 5:00:00 PM,2017-12-22 17:01:00,29/11/2017 5:00:00 PM,2 Gate Major Infrastructure,MD,Major Capital Delivery,2018-09-27 17:00:00,2020-04-20 17:00:00,2020-09-25 17:00:00
Q07073,1008005.2699999996,Major Works - Small Scale,,Service & Asset Lifecycle,14/09/2017 5:00:00 PM,2022-03-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-04-22 17:00:00,2024-07-17 17:00:00,2025-04-23 17:00:00
Q07088,4987121.469999999,Major Works - Small Scale,2018-05-01 17:00:00,Service & Asset Lifecycle,7/02/2018 5:00:00 PM,2018-05-25 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-11-15 17:00:00,2024-03-28 17:00:00,2024-03-28 17:00:00
Q07093,1041532.3200000005,Major Works - Small Scale,2018-01-24 17:00:00,Service & Asset Lifecycle,19/09/2017 5:00:00 PM,2018-04-24 08:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-10 17:00:00,2025-05-16 17:00:00,2026-02-11 17:00:00
Q07094,4169979.6799999992,Major Works - Small Scale,2018-08-24 17:00:00,Service & Asset Lifecycle,18/12/2017 5:00:00 PM,2018-12-21 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-08-13 08:00:00,2024-03-26 17:00:00,2024-03-26 17:00:00
Q07095,1005902.1599999998,Major Works - Small Scale,2018-10-19 17:00:00,Service & Asset Lifecycle,29/06/2018 5:00:00 PM,2019-10-31 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-10-28 17:00:00,2022-03-17 17:00:00,2022-07-27 17:00:00
Q07097,1376061.1,Major Works - Small Scale,2018-06-20 17:00:00,Service & Asset Lifecycle,15/09/2017 5:00:00 PM,2018-07-31 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-05 17:00:00,2025-05-12 17:00:00,2026-02-05 17:00:00
Q07106,503068.0899999999,Major Works - Small Scale,2018-04-20 17:00:00,Service & Asset Lifecycle,1/09/2017 8:00:00 AM,2018-05-15 17:00:00,15/05/2018 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-08-27 17:00:00,2022-01-13 17:00:00,2023-04-18 17:00:00
Q07131,982064.91,Major Works - Small Scale,2018-02-26 17:00:00,Service & Asset Lifecycle,9/10/2017 5:00:00 PM,2018-06-19 17:00:00,26/10/2017 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-07-16 17:00:00,2018-10-15 17:00:00,2019-07-15 17:00:00
Q07133,1176336,Major Works - Small Scale,2018-04-03 17:00:00,Service & Asset Lifecycle,30/11/2017 5:00:00 PM,2018-04-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-03-06 17:00:00,2019-10-18 17:00:00,2023-04-28 17:00:00
Q07136,4245151.31,Major Works - Framework,2020-07-31 17:00:00,Service & Asset Lifecycle,17/10/2019 5:00:00 PM,2020-10-01 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-08-16 08:00:00,2021-11-16 17:00:00,2023-07-19 17:00:00
Q07138,7300816.659999998,Major Works - Framework,2018-11-09 17:00:00,Service & Asset Lifecycle,2/10/2017 5:00:00 PM,2019-04-16 17:00:00,,2 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2020-08-28 17:00:00,2021-02-04 17:00:00,2022-09-16 17:00:00
Q07143,263657597.98,Major Works - Open Market,2027-07-16 17:00:00,Service & Asset Lifecycle,31/10/2019 5:00:00 PM,2027-11-16 08:00:00,25/03/2022 5:00:00 PM,3 Gate Major Infrastructure,DTF,Service Enablement - One Water,2030-01-11 17:00:00,2030-04-11 17:00:00,2031-01-10 17:00:00
Q07159,610508.1499999999,Major Works - Open Market,2017-11-20 17:00:00,Service & Asset Lifecycle,3/11/2017 5:00:00 PM,2017-11-30 17:00:00,27/11/2017 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-08-30 17:00:00,2018-10-25 17:00:00,2020-08-31 17:00:00
Q07160,4205307.840000001,Major Works - Small Scale,2020-07-23 17:00:00,Service & Asset Lifecycle,17/11/2017 5:00:00 PM,2020-09-23 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-08-16 17:00:00,2021-10-26 17:00:00,2022-08-25 17:00:00
Q07177,312124.05000000005,Major Works - Small Scale,2019-03-29 17:00:00,Service & Asset Lifecycle,16/10/2017 5:00:00 PM,2019-05-09 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2019-07-31 17:00:00,2019-12-02 17:00:00,2020-08-10 17:00:00
Q07213,3569412.73,Major Works - Framework,2019-06-05 17:00:00,Service & Asset Lifecycle,7/02/2018 5:00:00 PM,2019-10-01 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-02-06 17:00:00,2020-03-13 17:00:00,2021-02-26 17:00:00
Q07245,2539577.260000001,Major Works - Small Scale,2020-08-12 17:00:00,Service & Asset Lifecycle,23/11/2017 5:00:00 PM,2020-09-14 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-11-16 17:00:00,2022-03-01 17:00:00,2024-03-22 17:00:00
Y10192,8007511.310000001,Major Works - Framework,2019-11-20 17:00:00,Service & Asset Lifecycle,28/06/2018 5:00:00 PM,2020-03-12 17:00:00,,2 Gate Major Infrastructure,MD,Major Capital Delivery,2024-03-27 17:00:00,2024-07-02 17:00:00,2026-03-31 17:00:00
Y10207,9224995.189999998,Major Works - Framework,2021-06-15 17:00:00,Service & Asset Lifecycle,1/10/2019 5:00:00 PM,2021-08-23 17:00:00,16/02/2021 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2023-06-29 17:00:00,2024-03-15 17:00:00,2025-06-27 17:00:00
Y10209,11527264.630000003,Major Works - Framework,2024-04-22 17:00:00,Service & Asset Lifecycle,14/10/2019 5:00:00 PM,2024-06-28 17:00:00,15/02/2021 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-02-25 17:00:00,2026-05-29 17:00:00,2028-02-23 17:00:00
Y10217,803767.71,Major Works - Small Scale,2020-06-26 17:00:00,Service & Asset Lifecycle,6/01/2020 5:00:00 PM,2020-11-23 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-03-27 17:00:00,2024-07-01 17:00:00,2025-03-28 17:00:00
Y10219,3129341.430000001,Major Works - Framework,2019-10-10 17:00:00,Service & Asset Lifecycle,29/07/2019 5:00:00 PM,2019-11-13 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-09-25 17:00:00,2020-12-24 17:00:00,2023-12-06 17:00:00
Y10222,6621599.389999999,Major Works - Framework,2020-10-19 17:00:00,Service & Asset Lifecycle,18/04/2019 5:00:00 PM,2021-04-28 17:00:00,16/07/2020 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2022-07-04 17:00:00,2023-01-31 17:00:00,2024-04-02 17:00:00
Y10226,26485505.519999992,Major Works - Framework,2021-08-02 17:00:00,Service & Asset Lifecycle,1/10/2019 5:00:00 PM,2021-09-21 17:00:00,27/11/2020 8:00:00 AM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2022-12-09 17:00:00,2023-05-05 17:00:00,2024-12-11 17:00:00
Y10227,34913766.25,Major Works - Framework,2027-04-08 17:00:00,Service & Asset Lifecycle,21/10/2019 5:00:00 PM,2027-08-20 17:00:00,27/03/2026 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2029-06-29 17:00:00,2029-09-25 17:00:00,2030-07-01 17:00:00
Y10230,12454678.89,Major Works - Open Market,2023-04-03 17:00:00,Service & Asset Lifecycle,24/10/2019 5:00:00 PM,2023-10-27 08:00:00,22/10/2021 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-09-14 17:00:00,2026-12-16 17:00:00,2027-09-14 17:00:00
Y10231,1484170.2,Major Works - Small Scale,2021-02-15 17:00:00,Service & Asset Lifecycle,1/07/2020 5:00:00 PM,2021-05-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-03-31 17:00:00,2023-05-22 17:00:00,2023-08-09 17:00:00
Y10234,46812441.67999999,Major Works - Framework,2023-05-12 17:00:00,Service & Asset Lifecycle,30/10/2019 8:00:00 AM,2025-04-10 17:00:00,22/10/2021 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2027-06-09 17:00:00,2027-09-07 17:00:00,2029-06-13 17:00:00
Y10248,15505250.220000003,Major Works - Framework,2021-07-12 17:00:00,Service & Asset Lifecycle,25/10/2019 5:00:00 PM,2021-09-21 17:00:00,27/11/2020 8:00:00 AM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2023-02-28 17:00:00,2024-03-26 17:00:00,2025-03-03 17:00:00
Y10255,1221359.79,Major Works - Small Scale,2022-04-07 17:00:00,Service & Asset Lifecycle,20/01/2020 5:00:00 PM,2022-06-07 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-08-08 17:00:00,2024-11-13 17:00:00,2025-08-07 17:00:00
Y10256,14359628.46,Major Works - Framework,2022-10-28 17:00:00,Service & Asset Lifecycle,1/04/2020 5:00:00 PM,2022-11-25 17:00:00,23/05/2022 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-02-16 17:00:00,2026-05-13 17:00:00,2027-02-15 17:00:00
Y10257,17047566,Major Works - Framework,2026-10-13 17:00:00,Service & Asset Lifecycle,25/10/2019 5:00:00 PM,2026-12-02 17:00:00,24/02/2026 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2028-06-28 17:00:00,2028-09-25 17:00:00,2029-06-28 17:00:00
Y10259,21193010,Major Works - Framework,2028-01-18 17:00:00,Service & Asset Lifecycle,24/10/2019 5:00:00 PM,2028-03-08 17:00:00,13/05/2027 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2029-03-30 17:00:00,2029-07-03 17:00:00,2030-04-02 17:00:00
Y10260,796710.4299999998,Major Works - Framework,2021-08-02 17:00:00,Service & Asset Lifecycle,30/03/2021 5:00:00 PM,2021-08-27 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-14 17:00:00,2023-03-29 17:00:00,2023-12-05 17:00:00
Y10262,3473562.6299999994,Major Works - Small Scale,2021-07-02 17:00:00,Service & Asset Lifecycle,24/10/2019 5:00:00 PM,2021-09-07 17:00:00,3/12/2020 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2023-10-12 17:00:00,2024-04-30 17:00:00,2024-10-11 17:00:00
Y10267,23414478.74,Major Works - Framework,2026-04-29 17:00:00,Service & Asset Lifecycle,10/10/2019 5:00:00 PM,2026-09-07 17:00:00,29/08/2025 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2027-12-24 17:00:00,2028-04-05 17:00:00,2029-01-02 17:00:00
Y10268,2567692.489999999,Major Works - Small Scale,2021-09-23 17:00:00,Service & Asset Lifecycle,31/10/2019 5:00:00 PM,2022-04-22 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-03-06 17:00:00,2024-06-06 17:00:00,2025-03-06 17:00:00
Y10272,11995328.999999998,Major Works - Small Scale,2024-03-26 17:00:00,Service & Asset Lifecycle,16/06/2020 5:00:00 PM,2024-06-05 17:00:00,9/02/2023 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-10-20 17:00:00,2026-01-28 17:00:00,2026-10-19 17:00:00
Y10281,13692.460000000001,Major Works - Framework,2026-06-22 17:00:00,Service & Asset Lifecycle,24/10/2019 5:00:00 PM,2026-08-10 17:00:00,10/04/2026 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2028-02-17 17:00:00,2028-05-22 17:00:00,2029-02-16 17:00:00
Y10283,27292300,Major Works - Framework,2028-11-14 17:00:00,Service & Asset Lifecycle,24/10/2019 5:00:00 PM,2029-01-10 17:00:00,27/03/2028 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2030-03-26 17:00:00,2030-06-27 17:00:00,2031-03-26 17:00:00
Y10286,71481333.88,Major Works - Framework,2024-04-16 17:00:00,Service & Asset Lifecycle,30/10/2019 5:00:00 PM,2024-06-28 17:00:00,25/03/2022 8:00:00 AM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2029-06-08 17:00:00,2029-09-06 17:00:00,2030-06-12 17:00:00
Y10287,4864573.490000002,Major Works - Small Scale,2021-02-22 17:00:00,Service & Asset Lifecycle,25/10/2019 5:00:00 PM,2021-04-15 17:00:00,4/11/2020 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-03-19 17:00:00,2024-06-20 17:00:00,2025-03-19 17:00:00
Y10292,107213821.15,Major Works - Open Market,2023-04-03 17:00:00,Service & Asset Lifecycle,29/04/2021 8:00:00 AM,2023-07-28 08:00:00,26/11/2021 5:00:00 PM,3 Gate Major Infrastructure,MW Board,Major Capital Delivery,2028-05-29 17:00:00,2028-08-29 17:00:00,2030-06-04 17:00:00
Y10298,7099845.48,Major Works - Open Market,2024-06-03 17:00:00,Service & Asset Lifecycle,3/12/2020 5:00:00 PM,2024-09-13 17:00:00,15/12/2022 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2026-02-23 17:00:00,2026-05-21 17:00:00,2028-02-18 17:00:00
Y10305,17084307.98,Major Works - Framework,2023-11-16 17:00:00,Service & Asset Lifecycle,30/06/2020 5:00:00 PM,2024-03-01 08:00:00,25/06/2021 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-10-03 17:00:00,2026-01-12 17:00:00,2026-10-05 17:00:00
Y10307,27619813.61,Major Works - Framework,2020-07-03 17:00:00,Service & Asset Lifecycle,21/04/2020 5:00:00 PM,2020-07-20 17:00:00,29/05/2020 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-03-25 17:00:00,2024-06-27 17:00:00,2025-03-26 17:00:00
Y10309,5595780.75,Major Works - Open Market,2023-04-03 17:00:00,Service & Asset Lifecycle,6/12/2022 5:00:00 PM,2023-08-11 17:00:00,,2 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2028-05-29 17:00:00,2028-08-29 17:00:00,2030-06-04 17:00:00
Y10311,5195455.01,Major Works - Framework,2024-03-26 17:00:00,Service & Asset Lifecycle,12/12/2023 5:00:00 PM,2024-12-10 17:00:00,,2 Gate Major Infrastructure,Executive Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2025-12-12 17:00:00,2026-03-24 17:00:00,2026-12-15 17:00:00
Y10313,4043264.020000001,Major Works - Framework,2021-02-19 17:00:00,Service & Asset Lifecycle,19/10/2020 5:00:00 PM,2022-01-18 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-04-18 17:00:00,2024-07-18 17:00:00,2026-04-22 17:00:00
Y10314,14145506.119999997,Major Works - Framework,2023-01-25 17:00:00,Service & Asset Lifecycle,28/06/2021 5:00:00 PM,2023-04-05 17:00:00,25/07/2022 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-08-12 17:00:00,2024-11-11 17:00:00,2025-08-12 17:00:00
Y10319,2815289.7500000005,Major Works - Small Scale,2021-07-02 17:00:00,Service & Asset Lifecycle,19/11/2020 5:00:00 PM,2021-08-16 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2021-12-23 17:00:00,2022-03-23 17:00:00,2024-04-30 17:00:00
Y10341,13114631.6,Major Works - Framework,2024-02-16 17:00:00,Service & Asset Lifecycle,5/12/2021 5:00:00 PM,2024-04-29 17:00:00,24/11/2023 8:00:00 AM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-05-13 17:00:00,2025-08-08 17:00:00,2026-05-01 17:00:00
Y10343,5527667.13,Major Works - Small Scale,2027-05-05 17:00:00,Service & Asset Lifecycle,30/11/2022 5:00:00 PM,2027-07-15 17:00:00,23/02/2026 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2030-06-07 17:00:00,2030-09-05 17:00:00,2031-06-10 17:00:00
Y10344,16051268.12,Major Works - Small Scale,2026-04-24 17:00:00,Service & Asset Lifecycle,9/12/2022 5:00:00 PM,2026-07-06 17:00:00,16/04/2025 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2029-05-14 17:00:00,2029-08-10 17:00:00,2031-01-17 17:00:00
Y10362,372055.3,Major Works - Small Scale,2024-02-05 17:00:00,Service & Asset Lifecycle,9/03/2023 5:00:00 PM,2024-02-29 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-02 17:00:00,2024-12-02 17:00:00,2025-09-02 17:00:00
Y10364,3957617.92,Major Works - Framework,2024-03-15 17:00:00,Service & Asset Lifecycle,4/08/2023 5:00:00 PM,2024-05-01 17:00:00,20/12/2023 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-04-03 17:00:00,2025-07-07 17:00:00,2026-04-08 17:00:00
Y10387,35063308,Major Works - Framework,2027-10-04 17:00:00,Service & Asset Lifecycle,28/02/2024 5:00:00 PM,2028-03-01 17:00:00,13/03/2026 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Programs,2029-10-17 17:00:00,2030-01-24 17:00:00,2030-10-18 17:00:00
H10675,1086595.78,Contestable,2020-06-03 17:00:00,Service Delivery,6/03/2019 5:00:00 PM,2021-03-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Works Delivery,2022-02-25 17:00:00,2022-05-26 17:00:00,2024-03-08 17:00:00
Q05067,10374536.489999993,Major Works - Framework,,Service Delivery,5/11/2014 5:00:00 PM,2016-12-20 17:00:00,28/04/2016,3 Gate Major Infrastructure,MD,Waterways & Catchment Delivery,2017-12-15 17:00:00,2018-03-15 17:00:00,2019-03-22 17:00:00
Q05248,1497306.4899999995,Major Works - Framework,,Service Delivery,19/06/2015,2016-05-25 17:00:00,30/10/2015,3 Gate Major Infrastructure,People Leadership Group,Waterways & Catchment Delivery,2017-04-13 17:00:00,2017-06-21 17:00:00,2018-06-04 17:00:00
Q05256,1184459.08,Major Works - Framework,,Service Delivery,23/07/2015 5:00:00 PM,2016-05-25 17:00:00,30/09/2015 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Waterways & Catchment Delivery,2017-04-13 00:00:00,2017-06-21 17:00:00,2018-06-04 17:00:00
P30553,17790791.86,Major Works - Framework,2015-12-22 16:00:00,Service Futures,11/08/2011,2016-02-26 17:00:00,15/10/2014,4 Gate Major Infrastructure,MD,Service Futures,2017-08-15 08:00:00,2018-03-23 17:00:00,2019-09-09 17:00:00
P31595,12149001,Major Works - Framework,2028-07-20 17:00:00,Service Futures,8/09/2011 5:00:00 PM,2029-02-19 17:00:00,26/11/2027 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Strategy,2030-02-22 17:00:00,2030-05-23 17:00:00,2032-04-02 17:00:00
P33545,26145765.4,Major Works - Framework,2017-11-20 17:00:00,Service Futures,8/08/2011 5:00:00 PM,2017-11-24 17:00:00,29/06/2016 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Futures,2019-01-16 08:00:00,2019-09-16 17:00:00,2020-05-26 17:00:00
Q03389,864.5600000000001,Major Works - Framework,2026-10-16 17:00:00,Service Futures,12/12/2011 5:00:00 PM,2027-02-15 17:00:00,6/02/2026 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Service Strategy,2027-12-02 17:00:00,2028-03-03 17:00:00,2029-11-29 17:00:00
Q04440,2438197.9800000004,Major Works - Framework,,Service Futures,25/02/2016 5:00:00 PM,2016-10-28 00:00:00,3/10/2016,3 Gate Major Infrastructure,People Leadership Group,Service Futures,2017-04-29 17:00:00,2018-03-28 17:00:00,2018-04-30 17:00:00
Q05304,38227850.589999996,Major Works - Framework,2017-12-13 17:00:00,Service Futures,20/08/2015 5:00:00 PM,2017-12-19 17:00:00,27/11/2015,4 Gate Major Infrastructure,MD,Service Futures,2021-11-19 17:00:00,2021-11-19 17:00:00,2021-11-19 17:00:00
Q05485,14532268.110000003,Major Works - Framework,2017-08-24 17:00:00,Service Futures,2/05/2016 5:00:00 PM,2017-08-11 17:00:00,30/10/2016,3 Gate Major Infrastructure,MD,Service Futures,2019-04-02 17:00:00,2019-05-20 17:00:00,2022-04-22 17:00:00
Q05525,6716237.330000001,Major Works - Framework,2016-06-23 17:00:00,Service Futures,23/02/2016 5:00:00 PM,2016-09-06 00:00:00,22/03/2016 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Service Futures,2017-06-30 17:00:00,2018-05-08 17:00:00,2020-12-21 17:00:00
Y10228,24215582,Major Works - Framework,2029-07-13 17:00:00,Service Futures,21/10/2019 5:00:00 PM,2029-08-17 17:00:00,1/05/2028 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Strategy,2030-10-03 17:00:00,2031-01-13 17:00:00,2031-10-09 17:00:00
F10382,201025.20999999996,Major Works - Small Scale,2019-09-09 17:00:00,Unknown,9/09/2019 5:00:00 PM,2019-10-08 08:00:00,,2 Gate Major Infrastructure,People Leadership Group,Unknown,2019-11-15 17:00:00,2020-02-27 17:00:00,2020-12-09 17:00:00
Q05714,5009841.45,Major Works - Framework,2017-08-25 08:00:00,Unknown,24/03/2017 5:00:00 PM,2017-10-02 17:00:00,12/09/2017 8:00:00 AM,2 Gate Major Infrastructure,Executive Leadership Group,Unknown,2018-09-21 17:00:00,2018-12-21 17:00:00,2019-09-23 08:00:00
Q05745,1791892.9200000002,Major Works - Framework,,Unknown,29/09/2016,2017-04-28 08:00:00,29/09/2016,3 Gate Major Infrastructure,People Leadership Group,Unknown,2017-10-13 00:00:00,2018-03-23 08:00:00,2018-10-15 17:00:00
